,district,year,case_number,population,population_year,cases_year,expected,SIR,mean,sd,CropRainfed.n.patches,TreeShrub.n.patches,MosCrop.n.patches,MosNatural.n.patches,BroadEvgClop.n.patches,FloodFresh.n.patches,FloodSalt.n.patches,Urban.n.patches,Water.n.patches,CropRainfed.total.area,TreeShrub.total.area,MosCrop.total.area,MosNatural.total.area,BroadEvgClop.total.area,FloodFresh.total.area,FloodSalt.total.area,Urban.total.area,Water.total.area,CropRainfed.patch.density,TreeShrub.patch.density,MosCrop.patch.density,MosNatural.patch.density,BroadEvgClop.patch.density,FloodFresh.patch.density,FloodSalt.patch.density,Urban.patch.density,Water.patch.density,Herbaceous.n.patches,Herbaceous.total.area,Herbaceous.patch.density,CropIrrigate.n.patches,SparseVeg.n.patches,CropIrrigate.total.area,SparseVeg.total.area,CropIrrigate.patch.density,SparseVeg.patch.density,MosHerbTree.n.patches,MosHerbTree.total.area,MosHerbTree.patch.density,Shrub.n.patches,Shrub.total.area,Shrub.patch.density,ShrubEvg.n.patches,ShrubEvg.total.area,ShrubEvg.patch.density
89,Meradong,2013,23,23118.139,3289100.65,1000,7.028711329,3.27229259,8.111684561,0.49965561,16,1,67,34,48,2,8,4,3,1595.668785,28.66450622,7300.189777,20305.02921,14934.83127,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.20E-05,0.001472769,0.000747375,0.001055118,4.40E-05,0.000175853,8.79E-05,6.59E-05,7,219.7643475,0.000153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Meradong,2014,3,25429.9529,3618010.715,1076,7.56289339,0.396673581,9.135110378,0.054854966,16,1,71,32,55,2,8,4,3,1547.895031,28.66450622,7347.971471,21642.78308,13587.5137,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.20E-05,0.001560696,0.000703412,0.00120899,4.40E-05,0.000175853,8.79E-05,6.59E-05,8,229.3201037,0.000175853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Miri,2010,43,300543,2471150,1142,138.8908427,0.309595645,9.831534386,NA,175,56,542,427,375,61,19,21,57,7534.538554,5152.778627,143107.579,148177.5526,120098.7767,6206.852282,1926.360183,5910.778218,2202.306482,0.000377959,0.000120947,0.001170594,0.000922221,0.000809913,0.000131746,4.10E-05,4.54E-05,0.000123107,144,9584.556591,0.000311007,6,4,133.4983109,66.75994083,1.30E-05,8.64E-06,0,0,0,63,12910.34449,0.000136065,0,0,0
92,Miri,2011,49,330597.3,2718265,1172,142.5394638,0.343764447,9.031214714,NA,174,56,549,438,379,65,19,23,57,7505.935401,5152.778627,143441.437,148597.1777,119183.0974,5873.107398,1926.360183,5996.580854,2202.306482,0.0003758,0.000120947,0.001185713,0.000945978,0.000818552,0.000140385,4.10E-05,4.97E-05,0.000123107,157,10013.78075,0.000339084,6,4,133.4983109,85.82575742,1.30E-05,8.64E-06,0,0,0,63,12900.79619,0.000136065,0,0,0
93,Miri,2012,38,363657.03,2990091.5,1218,148.1340161,0.25652447,8.626726151,NA,174,56,549,441,384,62,19,23,57,7496.402277,5152.778627,143851.7743,148826.1767,118438.8657,5672.686097,1926.360183,6139.574097,2202.306482,0.0003758,0.000120947,0.001185713,0.000952458,0.000829351,0.000133906,4.10E-05,4.97E-05,0.000123107,163,10166.55295,0.000352042,7,5,152.5804425,104.907889,1.51E-05,1.08E-05,0,0,0,61,12881.71631,0.000131746,0,0,0
94,Miri,2013,17,400022.733,3289100.65,1000,121.6207029,0.139778834,9.396248817,NA,174,56,556,441,391,59,19,25,57,7486.864454,5152.778627,144223.6841,149569.9698,117265.9598,5567.774817,1926.360183,6215.854454,2202.306482,0.0003758,0.000120947,0.001200831,0.000952458,0.000844469,0.000127426,4.10E-05,5.40E-05,0.000123107,166,10261.92465,0.000358521,7,5,152.5804425,104.907889,1.51E-05,1.08E-05,0,0,0,61,12881.71631,0.000131746,0,0,0
95,Miri,2014,44,440025.0063,3618010.715,1076,130.8638763,0.33622724,7.804339409,NA,176,56,563,449,380,59,19,28,57,7343.84659,5162.318432,143546.5509,149350.7078,118171.865,5567.774817,1926.360183,6301.674426,2211.848047,0.000380119,0.000120947,0.001215949,0.000969736,0.000820712,0.000127426,4.10E-05,6.05E-05,0.000123107,167,10261.93407,0.000360681,7,5,152.5804425,104.907889,1.51E-05,1.08E-05,0,0,0,59,12910.31344,0.000127426,0,0,0
96,Mukah,2010,61,42922,2471150,1142,19.83567327,3.075267432,10.15347576,NA,123,109,216,358,194,78,5,4,42,6312.524383,5834.76331,78942.21231,50492.45215,88489.6745,11010.73484,133.6843337,66.84711811,639.7765885,0.000496873,0.000440319,0.000872558,0.001446184,0.000783686,0.00031509,2.02E-05,1.62E-05,0.000169664,74,4641.627412,0.000298932,1,17,19.09722263,964.6338641,4.04E-06,6.87E-05,0,0,0,0,0,0,0,0,0
97,Mukah,2011,23,47214.2,2718265,1172,20.3567505,1.129846338,9.185176849,NA,123,110,221,365,203,78,5,4,42,6331.62346,5872.961347,80527.52077,51562.09293,85490.92388,10915.24189,133.6843337,66.84711811,639.7765885,0.000496873,0.000444358,0.000892756,0.001474461,0.000820043,0.00031509,2.02E-05,1.62E-05,0.000169664,85,5023.624638,0.000343368,1,17,19.09722263,964.6338641,4.04E-06,6.87E-05,0,0,0,0,0,0,0,0,0
98,Mukah,2012,23,51935.62,2990091.5,1218,21.15573559,1.087175622,9.678866386,NA,123,110,224,368,205,78,5,4,42,6331.62346,5872.961347,80632.57951,52135.14632,84851.0142,10848.38911,133.6843337,66.84711811,639.7765885,0.000496873,0.000444358,0.000904875,0.00148658,0.000828122,0.00031509,2.02E-05,1.62E-05,0.000169664,88,5052.274968,0.000355487,1,17,19.09722263,964.6338641,4.04E-06,6.87E-05,0,0,0,0,0,0,0,0,0
99,Mukah,2013,23,57129.182,3289100.65,1000,17.36924104,1.324179908,8.829931259,NA,123,110,227,369,204,78,5,4,42,6331.62346,5863.412138,80594.38527,52240.22141,84803.23309,10838.83858,133.6843337,66.84711811,639.7765885,0.000496873,0.000444358,0.000916994,0.00149062,0.000824083,0.00031509,2.02E-05,1.62E-05,0.000169664,88,5052.274968,0.000355487,1,17,19.09722263,964.6338641,4.04E-06,6.87E-05,0,0,0,0,0,0,0,0,0
100,Mukah,2014,1,62842.1002,3618010.715,1076,18.68930336,0.053506542,9.419083595,NA,122,110,226,362,214,78,5,4,42,6322.073706,5806.116377,80794.94322,53949.73326,82931.36025,10838.83858,133.6843337,143.2434445,639.7765885,0.000492834,0.000444358,0.000912954,0.001462342,0.000864479,0.00031509,2.02E-05,1.62E-05,0.000169664,90,5004.527192,0.000363566,1,17,19.09722263,964.6338641,4.04E-06,6.87E-05,0,0,0,0,0,0,0,0,0
101,Pakan,2010,13,15480,2471150,1142,7.153819072,1.81721118,10.15487003,NA,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33410.76191,89636.49349,28.66976334,0,9.556531753,0,7.80E-06,7.80E-06,0.000928456,0.000975269,0.000257471,7.80E-06,0,7.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Pakan,2011,38,17028,2718265,1172,7.341747769,5.175879258,9.483448982,NA,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33410.76191,89636.49349,28.66976334,0,9.556531753,0,7.80E-06,7.80E-06,0.000928456,0.000975269,0.000257471,7.80E-06,0,7.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Pakan,2012,62,18730.8,2990091.5,1218,7.629905105,8.125920198,9.526669502,NA,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33353.41792,89693.83748,28.66976334,0,9.556531753,0,7.80E-06,7.80E-06,0.000928456,0.000975269,0.000257471,7.80E-06,0,7.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Pakan,2013,40,20603.88,3289100.65,1000,6.264289906,6.385400517,8.464994431,NA,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33353.41792,89693.83748,28.66976334,0,9.556531753,0,7.80E-06,7.80E-06,0.000928456,0.000975269,0.000257471,7.80E-06,0,7.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Pakan,2014,58,22664.268,3618010.715,1076,6.740375938,8.604861291,9.09632206,NA,1,1,119,128,33,1,0,1,0,19.11555588,9.55769923,5046.098154,33468.08961,89588.72318,28.66976334,0,9.556531753,0,7.80E-06,7.80E-06,0.000928456,0.000998675,0.000257471,7.80E-06,0,7.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Samarahan,2010,23,87923,2471150,1142,40.63212108,0.566054624,11.70172906,0.180889071,19,39,78,53,40,27,8,20,13,439.6962396,3785.271876,9271.947509,10820.51067,11346.10466,3230.787468,974.9692166,1070.570646,305.8754891,0.000433527,0.000889871,0.001779742,0.001209312,0.000912688,0.000616065,0.000182538,0.000456344,0.000296624,42,2580.840894,0.000958323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Samarahan,2011,39,96715.3,2718265,1172,41.6995148,0.935262681,11.42265272,0.280621123,19,40,79,48,44,25,7,20,13,439.6962396,3785.272154,9357.976895,11432.267,10715.22588,3096.967916,965.410797,1118.364238,305.8754891,0.000433527,0.000912688,0.001802559,0.001095226,0.001003957,0.00057043,0.00015972,0.000456344,0.000296624,44,2609.518056,0.001003957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Samarahan,2012,39,106386.83,2990091.5,1218,43.33618518,0.899940773,9.937862635,0.078529661,19,41,81,47,47,25,7,21,13,439.6962396,3775.713448,9348.41899,11508.73906,10619.63574,3096.967916,965.410797,1204.392322,305.8754891,0.000433527,0.000935505,0.001848194,0.001072409,0.001072409,0.00057043,0.00015972,0.000479161,0.000296624,46,2561.724666,0.001049591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Samarahan,2013,39,117025.513,3289100.65,1000,35.57979079,1.096127862,10.70068455,0.242217981,19,41,81,47,47,25,7,24,13,439.6962396,3775.713448,9348.41899,11527.85704,10600.51776,3096.967916,965.410797,1261.744763,305.8754891,0.000433527,0.000935505,0.001848194,0.001072409,0.001072409,0.00057043,0.00015972,0.000547613,0.000296624,46,2504.372225,0.001049591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Samarahan,2014,48,128728.0643,3618010.715,1076,38.28385489,1.253792235,9.406828642,0.104935778,17,41,82,47,57,22,9,23,13,439.6960021,3747.036928,9530.034728,11929.3265,10132.13634,2991.823219,927.1769136,1290.420919,305.8754891,0.000387893,0.000935505,0.001871011,0.001072409,0.001300581,0.000501979,0.000205355,0.000524796,0.000296624,47,2533.047637,0.001072409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Saratok,2010,48,46094,2471150,1142,21.30155919,2.253356178,10.56143093,NA,46,47,164,140,82,38,36,6,16,1548.203977,4262.3144,13542.22645,38303.85412,69191.40289,1748.839257,8887.322673,219.8152587,2169.480497,0.000325819,0.000332902,0.001161615,0.000991622,0.000580807,0.000269155,0.000254989,4.25E-05,0.000113328,20,1290.202372,0.00014166,2,0,19.11283157,0,1.42E-05,0,0,0,0,0,0,0,0,0,0
112,Saratok,2011,39,50703.4,2718265,1172,21.86114481,1.783987085,10.12215328,NA,46,47,165,135,93,37,35,6,16,1548.203977,4262.3144,13676.01048,40024.04669,67194.08658,1739.283436,8743.982576,219.8152587,2169.480497,0.000325819,0.000332902,0.001168698,0.000956207,0.000658721,0.000262072,0.000247906,4.25E-05,0.000113328,24,1586.438011,0.000169992,2,0,19.11283157,0,1.42E-05,0,0,0,0,0,0,0,0,0,0
113,Saratok,2012,47,55773.74,2990091.5,1218,22.71917609,2.068736992,9.585898399,NA,46,47,163,130,102,37,35,6,16,1548.203977,4290.982746,13589.99082,41084.81693,66104.66127,1739.283436,8734.426885,219.8152587,2169.480497,0.000325819,0.000332902,0.001154532,0.000920792,0.000722468,0.000262072,0.000247906,4.25E-05,0.000113328,24,1682.000086,0.000169992,2,0,19.11283157,0,1.42E-05,0,0,0,0,0,0,0,0,0,0
114,Saratok,2013,32,61351.114,3289100.65,1000,18.65285393,1.71555517,9.155132294,NA,46,47,163,125,108,35,35,7,16,1548.203977,4290.982746,13599.54833,41801.60428,65378.31656,1720.16989,8734.426885,229.3725138,2169.480497,0.000325819,0.000332902,0.001154532,0.000885377,0.000764966,0.000247906,0.000247906,4.96E-05,0.000113328,25,1691.556229,0.000177075,2,0,19.11283157,0,1.42E-05,0,0,0,0,0,0,0,0,0,0
115,Saratok,2014,14,67486.2254,3618010.715,1076,20.07047083,0.697542181,9.220899582,NA,46,48,161,116,114,34,36,7,18,1548.203977,4300.540086,13742.8942,43798.96945,63228.04944,1681.942096,8705.75823,229.3725138,2207.706322,0.000325819,0.000339985,0.001140366,0.00082163,0.000807464,0.000240823,0.000254989,4.96E-05,0.000127494,26,1720.22559,0.000184158,2,0,19.11283157,0,1.42E-05,0,0,0,0,0,0,0,0,0,0
116,Sarikei,2010,74,58021,2471150,1142,26.81341966,2.759812099,9.959954739,0.545307089,23,4,88,66,72,26,18,7,51,573.3240582,76.44243776,10157.61675,23277.66862,22580.17428,859.9873844,15871.5169,735.7492387,1156.175213,0.000303756,5.28E-05,0.001162197,0.000871648,0.000950889,0.000343376,0.000237722,9.24E-05,0.000673546,13,372.6584253,0.000171688,2,0,57.3335456,0,2.64E-05,0,0,0,0,0,0,0,0,0,0
117,Sarikei,2011,16,63823.1,2718265,1172,27.51780021,0.581441826,9.626643896,0.401151383,23,4,89,68,75,26,18,7,51,573.3240582,76.44243776,10224.50382,23650.32311,22073.74264,859.9873844,15871.5169,735.7492387,1156.175213,0.000303756,5.28E-05,0.001175404,0.000898061,0.000990509,0.000343376,0.000237722,9.24E-05,0.000673546,13,439.548509,0.000171688,2,0,57.3335456,0,2.64E-05,0,0,0,0,0,0,0,0,0,0
118,Sarikei,2012,21,70205.41,2990091.5,1218,28.59785039,0.734320927,9.399512053,0.201715404,23,4,90,68,74,26,21,7,51,573.3240582,76.44243776,10253.17154,23745.8791,21939.96179,859.9873844,15814.18286,735.7492387,1156.175213,0.000303756,5.28E-05,0.001188611,0.000898061,0.000977302,0.000343376,0.000277343,9.24E-05,0.000673546,14,506.4396836,0.000184895,2,0,57.3335456,0,2.64E-05,0,0,0,0,0,0,0,0,0,0
119,Sarikei,2013,74,77225.951,3289100.65,1000,23.47935172,3.151705417,8.460222125,0.570238963,23,4,90,70,75,27,20,7,51,573.3240582,76.44243776,10214.94956,23898.76236,21767.96796,840.8764571,15842.84907,745.3044048,1156.175213,0.000303756,5.28E-05,0.001188611,0.000924475,0.000990509,0.000356583,0.000264136,9.24E-05,0.000673546,14,544.6617785,0.000184895,2,0,57.3335456,0,2.64E-05,0,0,0,0,0,0,0,0,0,0
120,Sarikei,2014,9,84948.5461,3618010.715,1076,25.26378245,0.356241193,9.189505577,0.072806886,23,4,86,60,86,27,21,7,50,573.3240582,76.44243776,10558.94923,25656.97765,19675.30802,831.3210524,15881.06969,745.3044048,1079.732905,0.000303756,5.28E-05,0.001135784,0.000792407,0.001135784,0.000356583,0.000277343,9.24E-05,0.000660339,16,582.8838553,0.000211309,2,0,57.3335456,0,2.64E-05,0,0,0,0,0,0,0,0,0,0
121,Selangau,2010,80,22819,2471150,1142,10.54541327,7.58623659,10.57090187,0.962887575,41,9,259,357,80,17,0,0,0,2598.410945,592.323565,42526.87886,56512.05628,271251.7398,1012.501327,0,0,0,0.000108419,2.38E-05,0.000684891,0.000944039,0.000211549,4.50E-05,0,0,0,52,3630.124698,0.000137507,0,2,0,38.20304612,0,5.29E-06,0,0,0,0,0,0,0,0,0
122,Selangau,2011,16,25100.9,2718265,1172,10.82243814,1.478409929,9.417859077,0.210745032,41,9,261,361,87,17,0,0,0,2598.410945,592.323565,43577.63434,57992.64489,268290.5205,1012.501327,0,0,0,0.000108419,2.38E-05,0.00069018,0.000954617,0.00023006,4.50E-05,0,0,0,60,4059.999925,0.000158662,0,2,0,38.20304612,0,5.29E-06,0,0,0,0,0,0,0,0,0
123,Selangau,2012,49,27610.99,2990091.5,1218,11.2472096,4.356636157,9.937419415,0.585118966,41,9,258,357,92,16,0,0,0,2598.410945,592.323565,44255.8689,59091.18442,266351.3522,955.1932073,0,0,0,0.000108419,2.38E-05,0.000682247,0.000944039,0.000243282,4.23E-05,0,0,0,66,4279.7023,0.000174528,0,2,0,38.20304612,0,5.29E-06,0,0,0,0,0,0,0,0,0
124,Selangau,2013,14,30372.089,3289100.65,1000,9.234162232,1.516109383,9.02439642,0.948036375,41,9,263,362,96,16,0,0,0,2598.410945,592.323565,44542.39094,59444.59741,265510.8378,811.9367698,0,0,0,0.000108419,2.38E-05,0.000695469,0.000957261,0.000253859,4.23E-05,0,0,0,71,4623.538061,0.00018775,0,2,0,38.20304612,0,5.29E-06,0,0,0,0,0,0,0,0,0
125,Selangau,2014,51,33409.2979,3618010.715,1076,9.935958562,5.132871648,9.425623894,0.194664492,41,9,278,340,127,14,0,0,0,2607.964452,592.323565,46070.79889,64689.01972,257219.0457,630.4305975,0,0,0,0.000108419,2.38E-05,0.000735134,0.000899085,0.000335835,3.70E-05,0,0,0,91,6314.452591,0.000240637,0,2,0,38.20304612,0,5.29E-06,0,0,0,0,0,0,0,0,0
126,Serlan,2010,59,91599,2471150,1142,42.33092204,1.393780177,11.62050724,0.299090719,21,57,330,73,202,6,6,6,0,879.5059031,4894.604072,32609.36544,122569.7933,50304.29021,210.3195098,162.5172939,172.0756202,0,9.78E-05,0.000265452,0.001536829,0.000339965,0.000940726,2.79E-05,2.79E-05,2.79E-05,0,55,2724.605188,0.000256138,2,9,38.23961956,162.5177533,9.31E-06,4.19E-05,0,0,0,0,0,0,0,0,0
127,Serlan,2011,26,100758.9,2718265,1172,43.44294276,0.59848616,10.74673796,0.816955313,21,58,334,71,213,5,6,6,0,860.3861679,4904.16345,33058.66601,123793.415,48411.49929,143.404499,162.5172939,172.0756202,0,9.78E-05,0.000270109,0.001555457,0.000330651,0.000991953,2.33E-05,2.79E-05,2.79E-05,0,58,3001.830274,0.000270109,2,9,38.23961956,181.6367138,9.31E-06,4.19E-05,0,0,0,0,0,0,0,0,0
128,Serlan,2012,61,110834.79,2990091.5,1218,45.1480412,1.351110666,9.726625443,0.320039743,21,58,349,67,231,3,6,6,0,860.3861679,4904.16345,33507.99933,125705.3925,45715.57474,38.23984953,162.5172939,181.6353451,0,9.78E-05,0.000270109,0.001625313,0.000312023,0.00107578,1.40E-05,2.79E-05,2.79E-05,0,66,3432.048945,0.000307366,2,9,38.23961956,181.6367138,9.31E-06,4.19E-05,0,0,0,0,0,0,0,0,0
129,Serlan,2013,39,121918.269,3289100.65,1000,37.0673573,1.05213867,10.44322395,0.420722616,21,58,350,66,233,3,6,8,0,860.3861679,4894.603638,33622.71902,126039.9769,45132.43388,38.23984953,162.5172939,200.754786,0,9.78E-05,0.000270109,0.00162997,0.000307366,0.001085095,1.40E-05,2.79E-05,3.73E-05,0,67,3556.326105,0.000312023,2,9,38.23961956,181.6367138,9.31E-06,4.19E-05,0,0,0,0,0,0,0,0,0
130,Serlan,2014,1,134110.0959,3618010.715,1076,39.88447646,0.025072411,8.851834297,0.614650577,21,59,344,68,238,1,6,8,0,860.3861679,4913.722172,33565.35584,127770.262,43402.15237,19.12109719,162.5172939,210.3145406,0,9.78E-05,0.000274766,0.001602028,0.00031668,0.00110838,4.66E-06,2.79E-05,3.73E-05,0,70,3604.126134,0.000325994,2,9,38.23961956,181.6367138,9.31E-06,4.19E-05,0,0,0,0,0,0,0,0,0
131,Sibu,2010,52,247995,2471150,1142,114.6066771,0.453725746,9.265790939,NA,85,29,258,258,173,26,14,20,5,4012.452673,821.6751744,44587.94731,53073.18031,77521.1774,4031.636819,296.1719179,2742.032242,6917.324821,0.000423455,0.000144473,0.001285311,0.001285311,0.000861856,0.000129527,6.97E-05,9.96E-05,2.49E-05,79,6276.988266,0.000393564,0,11,0,449.003157,0,5.48E-05,0,0,0,0,0,0,0,0,0
132,Sibu,2011,56,272794.5,2718265,1172,117.6173603,0.47612019,9.172394753,NA,85,29,263,258,187,25,14,21,5,4022.006354,821.6751744,45247.15195,54190.98289,75285.54621,3974.321426,296.1719179,2828.020115,6917.324821,0.000423455,0.000144473,0.00131022,0.001285311,0.000931602,0.000124546,6.97E-05,0.000104618,2.49E-05,85,6640.064156,0.000423455,0,13,0,506.3250861,0,6.48E-05,0,0,0,0,0,0,0,0,0
133,Sibu,2012,63,300073.95,2990091.5,1218,122.2337414,0.51540597,9.137850761,NA,85,29,276,256,203,25,14,21,5,4022.006354,821.6751744,45868.1433,57534.79872,70976.7876,3926.546917,296.1719179,2856.68204,6917.324821,0.000423455,0.000144473,0.001374984,0.001275348,0.001011311,0.000124546,6.97E-05,0.000104618,2.49E-05,88,6993.573322,0.000438401,0,14,0,515.8799198,0,6.97E-05,0,0,0,0,0,0,0,0,0
134,Sibu,2013,50,330081.345,3289100.65,1000,100.3561095,0.498225771,7.758374691,NA,84,29,278,259,206,25,14,21,5,4002.897379,821.6751744,45906.3593,58251.41523,70155.07543,3926.546917,296.1719179,2971.330595,6917.324821,0.000418473,0.000144473,0.001384948,0.001290293,0.001026256,0.000124546,6.97E-05,0.000104618,2.49E-05,91,6964.913406,0.000453346,0,14,0,515.8799198,0,6.97E-05,0,0,0,0,0,0,0,0,0
135,Sibu,2014,82,363089.4795,3618010.715,1076,107.9831738,0.759377569,9.173898697,NA,82,29,274,233,223,25,14,22,5,4098.440672,831.2302704,46546.44995,63649.46237,63925.85348,3916.992205,286.6187011,3114.639577,6917.324821,0.00040851,0.000144473,0.00136502,0.001160766,0.001110947,0.000124546,6.97E-05,0.0001096,2.49E-05,94,6917.143342,0.000468292,0,15,0,525.4347036,0,7.47E-05,0,0,0,0,0,0,0,0,0
136,Simunjan,2010,17,39226,2471150,1142,18.12762965,0.937794976,11.80418873,NA,39,87,278,280,151,134,35,11,89,1873.632438,13391.80867,29911.01142,42462.38444,103124.5996,12025.16606,2571.268022,152.9383073,2303.665814,0.000181949,0.000405887,0.001296972,0.001306302,0.00070447,0.000625159,0.000163288,5.13E-05,0.000415218,85,6261.344234,0.000396556,6,5,133.8332268,133.8286061,2.80E-05,2.33E-05,0,0,0,0,0,0,0,0,0
137,Simunjan,2011,23,43148.6,2718265,1172,18.60383708,1.236304097,11.1228323,NA,39,89,292,272,158,131,35,12,88,1864.072937,13449.16076,30618.39048,44727.91341,99692.85976,11881.77983,2571.268022,162.4978079,2294.106912,0.000181949,0.000415218,0.001362287,0.001268979,0.000737128,0.000611163,0.000163288,5.60E-05,0.000410552,96,6796.651193,0.000447875,8,5,152.9511011,133.8286061,3.73E-05,2.33E-05,0,0,0,0,0,0,0,0,0
138,Simunjan,2012,80,47463.46,2990091.5,1218,19.33402181,4.137783684,9.985995293,NA,40,97,306,259,168,120,35,12,88,1854.513446,13716.81568,31631.67055,47806.01622,94922.75842,11661.92017,2571.268022,172.0572992,2294.106912,0.000186615,0.00045254,0.001427602,0.00120833,0.000783781,0.000559844,0.000163288,5.60E-05,0.000410552,110,7207.704246,0.00051319,10,5,372.8212336,133.8286061,4.67E-05,2.33E-05,0,0,0,0,0,0,0,0,0
139,Simunjan,2013,39,52209.806,3289100.65,1000,15.87358113,2.456912507,10.61036777,NA,40,97,309,245,176,115,35,12,88,1854.513446,13745.49118,31928.00432,49383.28212,93001.35847,11556.77406,2571.268022,181.6167998,2294.106912,0.000186615,0.00045254,0.001441598,0.001143015,0.000821104,0.000536517,0.000163288,5.60E-05,0.000410552,110,7303.297305,0.00051319,11,6,382.3804205,143.3877397,5.13E-05,2.80E-05,0,0,0,0,0,0,0,0,0
140,Simunjan,2014,2,57430.7866,3618010.715,1076,17.07997329,0.117096202,9.283643723,NA,40,107,324,201,192,101,39,12,86,1854.513446,14194.74988,33027.32837,57442.01482,83709.4511,11394.27288,2991.846879,200.7346897,1395.599947,0.000186615,0.000499194,0.001511578,0.000937738,0.00089575,0.000471202,0.000181949,5.60E-05,0.000401221,116,7523.16706,0.000541182,14,7,439.7365446,172.0651958,6.53E-05,3.27E-05,0,0,0,0,0,0,0,0,0
141,Song,2010,53,20595,2471150,1142,9.517629444,5.56861352,12.52536869,NA,15,13,67,131,5,7,0,1,2,783.5974564,707.1948076,2303.036019,8715.516493,392130.7377,143.3480149,0,9.555868966,1280.479738,3.69E-05,3.20E-05,0.000164937,0.000322488,1.23E-05,1.72E-05,0,2.46E-06,4.92E-06,2,143.3388766,4.92E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
