,District,Year,Disease,Number.Cases,Incidence.Rate,Prevalence,Number.Deaths,Mortality.Rates,population,prec_mean,CropRainfed.n.patches,Herbaceous.n.patches,TreeShrub.n.patches,MosCrop.n.patches,MosNatural.n.patches,BroadEvgClop.n.patches,Shrub.n.patches,FloodFresh.n.patches,FloodSalt.n.patches,Urban.n.patches,Water.n.patches,CropRainfed.total.area,Herbaceous.total.area,TreeShrub.total.area,MosCrop.total.area,MosNatural.total.area,BroadEvgClop.total.area,Shrub.total.area,FloodFresh.total.area,FloodSalt.total.area,Urban.total.area,Water.total.area,CropRainfed.patch.density,Herbaceous.patch.density,TreeShrub.patch.density,MosCrop.patch.density,MosNatural.patch.density,BroadEvgClop.patch.density,Shrub.patch.density,FloodFresh.patch.density,FloodSalt.patch.density,Urban.patch.density,Water.patch.density,SparseVeg.n.patches,SparseVeg.total.area,SparseVeg.patch.density,CropIrrigate.n.patches,MosTreeHerb.n.patches,ShrubEvg.n.patches,Grass.n.patches,CropIrrigate.total.area,MosTreeHerb.total.area,ShrubEvg.total.area,Grass.total.area,CropIrrigate.patch.density,MosTreeHerb.patch.density,ShrubEvg.patch.density,Grass.patch.density,MosHerbTree.n.patches,MosHerbTree.total.area,MosHerbTree.patch.density,SMR
100,Tuaran,2003,malaria,2,0.2,2.20E-05,0,0,91112.3,6.967699571,48,26,1,120,132,58,0,8,14,44,39,3080.027837,1929.782975,19.02277187,24006.26441,11266.58921,71086.20683,0,209.1105604,5037.945085,1254.890472,684.4084192,0.000404162,0.000218921,8.42E-06,0.001010404,0.001111444,0.000488362,0,6.74E-05,0.00011788,0.000370481,0.000328381,1,152.1015142,8.42E-06,1,0,0,0,38.02229125,0,0,0,8.42E-06,0,0,0,0,0,0,0.029627504
101,Beaufort,2004,malaria,23,3.4,0.000351596,0,0,65416,NA,39,15,11,160,173,148,1,61,38,13,30,2103.709737,1151.868266,485.4939801,38424.23724,42421.34239,64749.77182,38.07865457,4817.119046,13158.66534,390.3364561,504.6613533,0.000231804,8.92E-05,6.54E-05,0.000950992,0.001028261,0.000879668,5.94E-06,0.000362566,0.000225861,7.73E-05,0.000178311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364909099
102,Beluran,2004,malaria,176,17.5,0.001934661,1,0.6,90972,NA,92,52,299,561,714,377,25,269,101,20,338,3764.388276,3146.721351,29565.62818,147857.2901,97165.0236,439205.4868,1245.039274,12274.22915,83599.88746,1311.328305,7195.632275,0.000111336,6.29E-05,0.000361841,0.000678905,0.000864061,0.000456234,3.03E-05,0.000325536,0.000122227,2.42E-05,0.000409037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.007917045
103,Keningau,2004,malaria,87,4.8,0.00053005,0,0,164135.4,NA,69,63,36,284,121,157,17,13,0,35,0,2418.442112,11101.22722,6142.741007,63063.20648,115832.4983,113081.5918,2561.397035,447.6001244,0,876.0404194,0,0.000218683,0.000199667,0.000114096,0.000900088,0.000383488,0.000497584,5.39E-05,4.12E-05,0,0.000110926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550120509
104,Kinabatangan,2004,malaria,109,7.8,0.000921212,0,0,118322.4,NA,207,24,546,410,482,246,0,166,74,19,211,15554.70584,1008.917982,43206.5598,86289.53031,36778.71368,482221.9632,0,15894.05881,73146.3342,561.5426386,7651.387986,0.000271542,3.15E-05,0.000716241,0.000537836,0.000632286,0.000322702,0,0.000217758,9.71E-05,2.49E-05,0.000276789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956093508
105,Kota Belud,2004,malaria,25,3.1,0.000302617,0,0,82612.8,NA,52,33,1,102,141,42,6,19,23,17,50,8219.667039,2613.171015,19.01776766,19206.23039,14721.28167,84442.75619,104.5524345,693.6343975,2736.347713,418.1494605,893.1161795,0.000385512,0.000244652,7.41E-06,0.000756197,0.001045331,0.000311375,4.45E-05,0.00014086,0.000170515,0.000126033,0.000370685,5,161.5957902,3.71E-05,4,9,1,1,114.0660579,475.4088419,38.03177387,28.52369668,2.97E-05,6.67E-05,7.41E-06,7.41E-06,0,0,0,0.314075101
106,Kota Kinabalu,2004,malaria,285,6.5,0.000697822,5,1.8,408413.4,NA,79,48,0,51,45,26,1,1,14,31,45,2462.775225,950.8732917,0,3784.584417,3156.901267,15900.19674,142.5875803,19.0151247,1730.57075,8111.247574,694.1047082,0.002135661,0.001297617,0,0.001378718,0.001216516,0.000702876,2.70E-05,2.70E-05,0.000378472,0.000838044,0.001216516,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.724245355
107,Kota Marudu,2004,malaria,59,8.7,0.000917562,0,0,64300.8,NA,18,21,1,120,126,27,0,22,5,5,27,2859.645999,978.603798,19.00852162,15705.5762,21824.36292,125984.8747,0,1159.015376,5822.897917,133.0055272,1073.33851,0.000102529,0.000119617,5.70E-06,0.000683526,0.000717702,0.000153793,0,0.000125313,2.85E-05,2.85E-05,0.000153793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952305904
108,Kuala Penyu,2004,malaria,2,1.1,0.000110453,0,0,18107.2,NA,12,1,1,38,73,23,1,41,31,5,80,475.9021049,19.03528339,19.03867109,6110.822378,7214.988532,17018.7998,47.59528693,2018.058412,11843.07531,66.62650287,1751.423933,0.000257381,2.14E-05,2.14E-05,0.000815041,0.001565736,0.000493314,2.14E-05,0.000879386,0.000664902,0.000107242,0.001715875,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114635608
109,Kudat,2004,malaria,306,41.1,0.003914495,0,0,78171,NA,51,13,0,143,216,63,7,122,103,12,245,2457.406877,427.002113,0,8115.342804,12406.86358,76917.94213,151.7627479,3615.127277,20106.24847,825.8408905,5958.342885,0.00038296,9.76E-05,0,0.00107379,0.001621949,0.000473068,5.26E-05,0.000916101,0.000773429,9.01E-05,0.001839711,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,4.062717268
110,Kunak,2004,malaria,140,26.3,0.002477745,1,0.7,56503,NA,24,1,117,141,123,43,0,9,21,3,37,2020.228307,28.58949523,6337.005901,17391.32547,8986.258738,70185.10706,0,276.3153883,4144.884244,114.3574549,1324.495656,0.00021659,9.02E-06,0.001055875,0.001272465,0.001110022,0.000388057,0,8.12E-05,0.000189516,2.71E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571564193
111,Lahad Datu,2004,malaria,411,23.3,0.002253895,2,0.5,182351,NA,77,25,363,390,392,120,0,47,47,13,126,5466.50115,1123.911705,29331.92837,60772.36662,24810.84891,511722.6039,0,1828.90537,14002.71641,733.4157065,2095.614217,0.000118118,3.84E-05,0.000556843,0.000598262,0.00060133,0.00018408,0,7.21E-05,7.21E-05,1.99E-05,0.000193284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.339238558
112,Nabawan,2004,malaria,60,23.2,0.002135642,0,0,28094.6,NA,11,17,15,253,246,37,6,36,0,0,0,266.7348364,771.5513545,238.2931383,25546.90297,33965.67378,553394.6682,400.0244754,1076.868319,0,0,0,1.79E-05,2.76E-05,2.44E-05,0.000410941,0.000399571,6.01E-05,9.75E-06,5.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21650767
113,Papar,2004,malaria,9,0.9,8.42E-05,0,0,106844.2,NA,40,22,9,113,89,54,0,20,11,24,27,4100.742042,941.9220904,456.8031846,12341.77021,16720.12855,85726.47769,0,751.6391641,1588.850539,941.847943,390.0908596,0.000322362,0.000177299,7.25E-05,0.000910674,0.000717256,0.000435189,0,0.000161181,8.86E-05,0.000193417,0.000217595,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.087424347
114,Penampang,2004,malaria,18,1.2,0.000175888,0,0,102337.8,NA,21,24,0,32,27,8,0,0,2,5,1,836.9569196,932.0813496,0,3043.558588,1245.984768,37383.3507,0,0,38.04306608,2510.841847,57.06459675,0.000456047,0.000521197,0,0.000694929,0.000586346,0.000173732,0,0,4.34E-05,0.000108583,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18254808
115,Pitas,2004,malaria,71,20.7,0.001980386,0,0,35851.6,NA,28,13,0,131,191,56,3,146,63,4,105,750.0637066,930.5026272,0,10094.13466,16429.08621,96250.7675,123.3824325,7291.326042,22187.85328,132.9537487,3683.655438,0.000177357,8.23E-05,0,0.000829777,0.001209828,0.000354714,1.90E-05,0.00092479,0.000399053,2.53E-05,0.000665089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055373002
116,Putatan,2004,malaria,0,0,0,0,0,52574.2,NA,10,7,0,7,4,2,0,0,0,3,3,294.8533537,294.8542835,0,551.6676997,104.6277322,294.8669146,0,0,0,1046.246051,66.58057841,0.003768328,0.00263783,0,0.00263783,0.001507331,0.000753666,0,0,0,0.001130498,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Ranau,2004,malaria,62,7.5,0.000747046,0,0,82993.6,NA,39,26,5,227,164,43,2,10,1,10,0,1588.181588,2396.456195,180.6703401,21778.27151,48825.40892,285956.3005,104.5935155,760.8504129,9.512870671,1055.502095,0,0.000107391,7.16E-05,1.38E-05,0.000625069,0.000451592,0.000118405,5.51E-06,2.75E-05,2.75E-06,2.75E-05,0,5,171.1568359,1.38E-05,1,5,0,1,19.01762233,190.1659261,0,9.507980083,2.75E-06,1.38E-05,0,2.75E-06,3,114.0991437,8.26E-06,0.77533239
118,Sandakan,2004,malaria,66,1.6,0.000171441,3,4.5,384972,NA,77,20,187,189,199,125,1,80,54,24,227,2920.551102,2206.688456,15592.43635,32457.92131,11063.4627,95978.28428,57.0441847,3139.023534,55953.98017,2073.607709,4898.622495,0.000340122,8.83E-05,0.000826011,0.000834846,0.000879017,0.000552147,4.42E-06,0.000353374,0.000238527,0.000106012,0.001002698,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.177932645
119,Semporna,2004,malaria,71,6.1,0.000571932,2,2.8,124140.6,NA,40,12,94,125,148,101,0,31,90,3,221,3069.449549,610.0964131,5919.635336,19627.91331,8808.261857,53247.14927,0,743.4602605,17157.5182,133.4572116,7920.912738,0.000341159,0.000102348,0.000801724,0.001066122,0.001262288,0.000861426,0,0.000264398,0.000767608,2.56E-05,0.001884903,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593588324
120,Sipitang,2004,malaria,19,6,0.000581086,0,0,32697.4,NA,14,8,8,124,139,30,0,87,30,7,17,885.9988089,200.0761254,295.4333317,15080.67023,13165.86208,240835.527,0,4239.774906,3819.382552,133.3592078,409.5405149,5.01E-05,2.87E-05,2.87E-05,0.000444082,0.000497802,0.000107439,0,0.000311574,0.000107439,2.51E-05,6.09E-05,3,114.3224681,1.07E-05,1,0,0,0,28.57453324,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,0.603088743
121,Tambunan,2004,malaria,17,5.3,0.000529674,0,0,32095.2,NA,12,9,2,90,75,22,0,3,0,1,0,1351.102352,1056.130641,38.0525047,8573.25142,12770.49845,117953.7566,0,66.6041619,0,19.02990978,0,8.46E-05,6.34E-05,1.41E-05,0.000634314,0.000528595,0.000155055,0,2.11E-05,0,7.05E-06,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549730302
122,Tawau,2004,malaria,716,21.3,0.001996804,3,0.4,358573,NA,120,76,215,471,455,276,0,52,41,23,236,4452.311569,3212.865492,16616.13323,103422.5574,99875.12704,318543.8487,0,1935.297859,39082.42187,2898.701978,6369.078058,0.000201179,0.000127413,0.000360445,0.000789626,0.000762803,0.000462711,0,8.72E-05,6.87E-05,3.86E-05,0.000395651,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,2.072412861
123,Tenom,2004,malaria,9,1.8,0.000174248,0,0,51650.6,NA,12,14,22,122,120,57,0,13,0,6,0,342.8954591,742.8627173,1504.76724,16362.89559,36936.49243,175009.6508,0,361.9960876,0,238.0624788,0,5.18E-05,6.05E-05,9.50E-05,0.000526999,0.000518359,0.000246221,0,5.62E-05,0,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180845614
124,Tongod,2004,malaria,0,0,0,0,0,29499.6,NA,23,24,73,445,438,95,5,189,3,2,0,723.642763,428.6119315,6225.424291,49663.71334,79779.71159,889177.1686,295.2518067,9674.742719,85.6961263,19.04285133,0,2.22E-05,2.32E-05,7.05E-05,0.000429506,0.00042275,9.17E-05,4.83E-06,0.00018242,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Tuaran,2004,malaria,0,0,0,0,0,93158.4,NA,48,26,1,128,134,35,0,8,16,47,38,3061.014296,1901.262688,19.02277187,13063.20413,11000.40196,82285.94274,0,209.1105604,5066.465438,1311.93075,655.8955609,0.000404162,0.000218921,8.42E-06,0.001077764,0.001128284,0.000294701,0,6.74E-05,0.000134721,0.000395742,0.000319961,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0
126,Beaufort,2005,malaria,13,1.9,0.000198228,0,0,65581,10.19838454,38,15,11,160,173,147,1,64,38,13,30,2084.669197,1151.868266,485.4939801,37272.1048,42326.13601,65959.01649,38.07865457,4874.253731,13158.66534,390.3364561,504.6613533,0.000225861,8.92E-05,6.54E-05,0.000950992,0.001028261,0.000873724,5.94E-06,0.000380397,0.000225861,7.73E-05,0.000178311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176270358
127,Beluran,2005,malaria,197,19,0.002105106,1,0.5,93582,8.677597128,92,55,301,567,713,372,25,269,104,20,338,3859.446754,3270.309061,29584.64985,147809.3902,98277.191,437856.0445,1245.039274,12274.22915,83647.39441,1311.328305,7195.632275,0.000111336,6.66E-05,0.000364261,0.000686166,0.000862851,0.000450183,3.03E-05,0.000325536,0.000125858,2.42E-05,0.000409037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87192254
128,Keningau,2005,malaria,115,6,0.000691097,2,1.7,166402,9.596860206,69,63,36,283,121,157,17,13,0,35,0,2418.442112,11082.18659,6142.741007,62749.03436,115803.9296,113424.3325,2561.397035,447.6001244,0,895.0810456,0,0.000218683,0.000199667,0.000114096,0.000896919,0.000383488,0.000497584,5.39E-05,4.12E-05,0,0.000110926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614544404
129,Kinabatangan,2005,malaria,179,12.1,0.001447558,1,0.6,123656.5,6.442956331,207,24,546,404,481,245,0,167,74,19,211,15602.3163,1008.917982,43158.97306,85489.92462,36911.97636,482878.764,0,15903.57731,73146.3342,561.5426386,7651.387986,0.000271542,3.15E-05,0.000716241,0.000529966,0.000630974,0.00032139,0,0.00021907,9.71E-05,2.49E-05,0.000276789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287211915
130,Kota Belud,2005,malaria,11,1.4,0.000130372,0,0,84374,10.41460452,52,34,1,101,141,42,6,19,23,17,50,8219.667039,2594.165096,19.01776766,19025.72613,14711.78162,84632.7605,104.5524345,693.6343975,2736.347713,437.1553791,893.1161795,0.000385512,0.000252066,7.41E-06,0.000748783,0.001045331,0.000311375,4.45E-05,0.00014086,0.000170515,0.000126033,0.000370685,5,161.5957902,3.71E-05,4,9,1,1,114.0660579,475.4088419,38.03177387,28.52369668,2.97E-05,6.67E-05,7.41E-06,7.41E-06,0,0,0,0.115930582
131,Kota Kinabalu,2005,malaria,85,1.8,0.00020359,1,1.2,417505,10.64936699,78,45,0,51,45,26,1,1,14,27,45,2263.081956,884.3035565,0,3660.961638,3156.901267,15995.29043,142.5875803,19.0151247,1730.57075,8406.039668,694.1047082,0.002108627,0.001216516,0,0.001378718,0.001216516,0.000702876,2.70E-05,2.70E-05,0.000378472,0.000729909,0.001216516,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.181038613
132,Kota Marudu,2005,malaria,105,15,0.001616242,0,0,64965.5,10.25553291,18,21,1,121,126,24,0,22,5,5,28,2859.645999,969.1033795,19.00852162,15059.50888,22023.8954,126431.4095,0,1159.015376,5908.38982,142.5059457,987.846607,0.000102529,0.000119617,5.70E-06,0.000689222,0.000717702,0.000136705,0,0.000125313,2.85E-05,2.85E-05,0.000159489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437210839
133,Kuala Penyu,2005,malaria,2,1.1,0.000109129,0,0,18327,10.39656873,12,1,1,38,73,23,1,41,31,5,80,475.9021049,19.03528339,19.03867109,6025.161414,7214.988532,17104.46077,47.59528693,2018.058412,11843.07531,66.62650287,1751.423933,0.000257381,2.14E-05,2.14E-05,0.000815041,0.001565736,0.000493314,2.14E-05,0.000879386,0.000664902,0.000107242,0.001715875,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097040402
134,Kudat,2005,malaria,170,22.4,0.002141692,0,0,79376.5,9.394564262,51,13,0,144,215,63,7,122,103,12,245,2457.406877,427.002113,0,8105.836779,12397.36695,76936.94479,151.7627479,3615.127277,20106.24847,825.8408905,5958.342885,0.00038296,9.76E-05,0,0.001081299,0.00161444,0.000473068,5.26E-05,0.000916101,0.000773429,9.01E-05,0.001839711,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,1.904456012
135,Kunak,2005,malaria,235,43.3,0.004082625,2,0.9,57561,6.073210397,22,1,117,138,123,43,0,9,21,3,37,2001.167939,28.58949523,6356.064374,16933.86271,8986.258738,70642.57171,0,276.3153883,4144.884244,114.3574549,1324.495656,0.000198541,9.02E-06,0.001055875,0.001245391,0.001110022,0.000388057,0,8.12E-05,0.000189516,2.71E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.630391837
136,Lahad Datu,2005,malaria,314,17.3,0.001684224,3,1,186436,6.301829328,75,25,362,388,394,120,0,48,47,13,126,5447.454889,1123.911705,29322.41328,57848.82629,24925.13446,514541.3729,0,1847.952542,14002.71641,733.4157065,2095.614217,0.00011505,3.84E-05,0.000555309,0.000595194,0.000604398,0.00018408,0,7.36E-05,7.21E-05,1.99E-05,0.000193284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497662107
137,Nabawan,2005,malaria,167,63.4,0.005799215,1,0.6,28797,7.562285593,11,20,15,252,247,38,6,36,0,0,0,266.7348364,838.2228731,238.2931383,25432.405,34747.13311,552613.4126,447.6471787,1076.868319,0,0,0,1.79E-05,3.25E-05,2.44E-05,0.000409316,0.000401195,6.17E-05,9.75E-06,5.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.156834513
138,Papar,2005,malaria,6,0.6,5.43E-05,0,0,110442.5,10.23176152,42,21,9,117,90,53,0,20,11,24,27,3996.092686,884.8414853,456.8031846,11932.612,16729.6467,85992.91891,0,770.6673726,1588.850539,1217.748528,390.0908596,0.00033848,0.00016924,7.25E-05,0.00094291,0.000725315,0.00042713,0,0.000161181,8.86E-05,0.000193417,0.000217595,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.048309105
139,Penampang,2005,malaria,50,3.1,0.000470513,0,0,106267,10.38549632,21,22,0,33,27,8,0,0,2,6,1,817.935676,884.5273046,0,2929.420253,1245.984768,37497.48904,0,0,38.04306608,2577.417136,57.06459675,0.000456047,0.000477764,0,0.000716645,0.000586346,0.000173732,0,0,4.34E-05,0.000130299,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418394102
140,Pitas,2005,malaria,31,8.8,0.000853125,0,0,36337,8.824856282,28,13,0,133,192,56,3,146,63,4,105,750.0637066,930.5026272,0,10170.11078,16533.55335,96070.32423,123.3824325,7291.326042,22187.85328,132.9537487,3683.655438,0.000177357,8.23E-05,0,0.000842445,0.001216162,0.000354714,1.90E-05,0.00092479,0.000399053,2.53E-05,0.000665089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75862403
141,Putatan,2005,malaria,0,0,0,0,0,53122.5,10.38549632,10,6,0,7,4,2,0,0,0,2,3,275.8303427,218.7627304,0,532.6454507,104.6277322,294.8669146,0,0,0,1160.382864,66.58057841,0.003768328,0.002260997,0,0.00263783,0.001507331,0.000753666,0,0,0,0.000753666,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Ranau,2005,malaria,119,13.9,0.001397895,0,0,85128,9.891898725,39,26,5,227,163,43,2,10,1,10,0,1578.671422,2377.436439,180.6703401,21397.93943,48863.44819,286298.5933,104.5935155,760.8504129,9.512870671,1084.032017,0,0.000107391,7.16E-05,1.38E-05,0.000625069,0.000448838,0.000118405,5.51E-06,2.75E-05,2.75E-06,2.75E-05,0,5,171.1568359,1.38E-05,1,5,0,1,19.01762233,190.1659261,0,9.507980083,2.75E-06,1.38E-05,0,2.75E-06,3,114.0991437,8.26E-06,1.243049723
143,Sandakan,2005,malaria,60,1.4,0.000154247,1,1.7,388986,6.935292753,73,20,191,190,198,125,1,80,54,23,227,2539.978298,2187.66559,15202.49379,31839.59206,11006.38246,97386.16156,57.0441847,3139.023534,55906.42147,2178.236847,4898.622495,0.000322454,8.83E-05,0.00084368,0.000839263,0.0008746,0.000552147,4.42E-06,0.000353374,0.000238527,0.000101595,0.001002698,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.137161192
144,Semporna,2005,malaria,113,9.5,0.000893786,1,0.9,126428.5,5.998559408,40,12,95,127,147,100,0,31,89,3,220,3069.449549,610.0964131,5929.172225,19484.93545,8846.396887,53342.45313,0,743.4602605,17243.30862,133.4572116,7835.1244,0.000341159,0.000102348,0.000810253,0.00108318,0.001253759,0.000852897,0,0.000264398,0.000759079,2.56E-05,0.001876374,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794780912
145,Sipitang,2005,malaria,26,8,0.000782932,0,0,33208.5,7.55268858,14,9,9,123,141,27,0,87,30,6,17,866.9503571,276.3308065,324.0219204,13842.40899,13156.35294,241892.7355,0,4306.443603,3819.382552,171.4575374,409.5405149,5.01E-05,3.22E-05,3.22E-05,0.000440501,0.000504964,9.67E-05,0,0.000311574,0.000107439,2.15E-05,6.09E-05,3,114.3224681,1.07E-05,1,0,0,0,28.57453324,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,0.696206476
146,Tambunan,2005,malaria,29,8.6,0.000884268,0,0,32795.5,9.958085083,12,9,2,89,75,22,0,3,0,3,0,1351.102352,1008.558122,38.0525047,8459.047227,12789.53068,118048.9286,0,66.6041619,0,66.60242833,0,8.46E-05,6.34E-05,1.41E-05,0.000627266,0.000528595,0.000155055,0,2.11E-05,0,2.11E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786317084
147,Tawau,2005,malaria,1216,35.4,0.003308483,5,0.4,367540,6.049393405,120,79,215,478,457,279,0,50,41,22,236,4442.776336,3308.178595,16568.46636,103536.848,103325.1621,314903.2704,0,1944.83349,39082.42222,2927.307677,6369.078058,0.000201179,0.000132443,0.000360445,0.000801362,0.000766156,0.00046774,0,8.38E-05,6.87E-05,3.69E-05,0.000395651,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,2.942001799
148,Tenom,2005,malaria,15,2.9,0.00028585,0,0,52475,8.565003803,12,15,22,122,121,57,0,13,0,6,0,342.8954591,752.3919165,1504.76724,16286.72015,37069.92754,174942.8619,0,361.9960876,0,238.0624788,0,5.18E-05,6.48E-05,9.50E-05,0.000526999,0.000522679,0.000246221,0,5.62E-05,0,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254186676
149,Tongod,2005,malaria,0,0,0,0,0,30615,7.598864735,23,26,78,458,432,103,3,188,3,2,0,771.2432274,457.1898207,6273.047794,51082.94702,87561.90456,879785.281,400.0208417,9636.632766,85.6961263,19.04285133,0,2.22E-05,2.51E-05,7.53E-05,0.000442054,0.000416959,9.94E-05,2.90E-06,0.000181454,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Tuaran,2005,malaria,9,1,9.45E-05,1,11.1,95204.5,10.33730689,49,28,1,123,134,34,0,8,16,49,39,2975.452757,1796.689276,19.02277187,12407.02761,10990.8928,82913.60188,0,209.1105604,5066.465438,1549.599027,646.3887644,0.000412582,0.000235761,8.42E-06,0.001035664,0.001128284,0.000286281,0,6.74E-05,0.000134721,0.000412582,0.000328381,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.084061861
151,Beaufort,2006,malaria,23,3.2,0.000349831,0,0,65746,9.454627722,37,15,11,176,174,128,1,64,39,13,30,2065.629261,1151.868266,485.4939801,34349.25726,41831.08112,69291.22146,38.07865457,4912.33524,13225.32123,390.3364561,504.6613533,0.000219917,8.92E-05,6.54E-05,0.001046092,0.001034204,0.000760794,5.94E-06,0.000380397,0.000231804,7.73E-05,0.000178311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342490281
152,Beluran,2006,malaria,177,16.6,0.00184007,0,0,96192,12.50671713,93,60,303,569,716,362,25,270,108,20,338,3878.47281,3450.959894,29394.47986,144251.8598,98553.05874,440738.4432,1435.139009,12293.23098,83828.04988,1311.328305,7195.632275,0.000112546,7.26E-05,0.000366681,0.000688586,0.000866481,0.000438081,3.03E-05,0.000326746,0.000130698,2.42E-05,0.000409037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.801457674
153,Keningau,2006,malaria,133,6.6,0.000788529,0,0,168668.6,8.867891306,69,64,37,280,121,158,17,13,0,36,0,2418.442112,11082.18469,6161.786725,61920.7024,116032.4653,114014.6059,2561.397035,419.0383545,0,914.1218862,0,0.000218683,0.000202837,0.000117265,0.000887411,0.000383488,0.000500753,5.39E-05,4.12E-05,0,0.000114096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77198196
154,Kinabatangan,2006,malaria,203,12.8,0.001573758,2,1,128990.6,11.70616989,189,24,547,404,480,235,0,170,77,19,211,14507.67243,1008.917982,42673.60498,80302.34706,36569.32786,489846.2259,0,15989.24002,73260.55736,561.5426386,7594.278269,0.000247929,3.15E-05,0.000717552,0.000529966,0.000629662,0.000308272,0,0.000223005,0.000101008,2.49E-05,0.000276789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.540734211
